Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Quantity,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
32'' keson smart tv,,295,,,90,17.6471,105.88,,1,1,1,0,1,,-7,,,,,
22'' keson ord tv,,296,,,32,40.625,45,,1,1,1,0,1,,-18,,,,,
46'' keson led ord tv,,297,,,145,17.2414,170,,1,1,1,0,1,,-9,,,,,
46'' keson smart led tv,,298,,,160,16.129,185.81,,1,1,1,0,1,,-25,,,,,
55'' keson led smart tv,,299,,,260,15.3846,300,,1,0,1,0,1,,-7,,,,,
jimax J-C12,,300,,,30,83.3333,55,,1,0,1,0,1,,-2,,,,,
digimark DGM-651D,,301,,,40,25,50,,1,0,1,0,1,,0,,,,,
keson 5in1 KS-568,,302,,,48,25,60,,1,1,1,0,1,,-6,,,,,
keson 3in1 KS-322,,303,,,38,31.5789,50,,1,0,1,0,1,,-17,,,,,
keson 5in1 KS-588,,304,,,48,25,60,,1,1,1,0,1,,-4,,,,,
nonoo NN-A5,,305,,,45,33.3333,60,,1,0,1,0,1,,0,,,,,
sound bar keson KS-268,,306,,,40,62.5,65,,1,0,1,0,1,,-11,,,,,
keson 3in1 KS-320,,307,,,38,31.5789,50,,1,0,1,0,1,,-5,,,,,
vision sound bar 2001H,,308,,,35,71.4286,60,,1,0,1,0,1,,-8,,,,,
nonoo 3in1 NN-M2,,309,,,35,42.8571,50,,1,0,1,0,1,,-1,,,,,
eagle 3in1 EG207,,310,,,35,42.8571,50,,1,0,1,0,1,,0,,,,,
zunne Z-8836SP,,311,,,37,35.1351,50,,1,0,1,0,1,,-1,,,,,
vision 5in1 VS-6580,,312,,,55,36.3636,75,,1,0,1,0,1,,-2,,,,,
goodlife S-A9128TW,,313,,,40,25,50,,1,0,1,0,1,,-1,,,,,
vision SV-6236 3.1,,315,,,35,42.8571,50,,1,0,1,0,1,,-2,,,,,
vision 3.1 VS-6357,,316,,,35,42.8571,50,,1,0,1,0,1,,-4,,,,,
vision VS-6236,,317,,,35,71.4286,60,,1,0,1,0,1,,-1,,,,,
keson amplifier TK-108,,318,,,21,66.6667,35,,1,0,1,0,1,,-7,,,,,
new star KA-136D,,319,,,36,38.8889,50,,1,0,1,0,1,,-4,,,,,
skycity KA-99999B,,320,,,70,21.4286,85,,1,0,1,0,1,,-6,,,,,
keson amplifier TK-106,,321,,,14,42.8571,20,,1,0,1,0,1,,-11,,,,,
vision aplifier VS-222,,322,,,15,66.6667,25,,1,0,1,0,1,,-1,,,,,
RAF electric 1plate glass,,323,,,16,56.25,25,,1,0,1,0,1,,0,,,,,
vision VS-1256,,324,,,70,21.4286,85,,1,0,1,0,1,,-17,,,,,
A-155 vision speaker,,325,,,70,21.4286,85,,1,0,1,0,1,,-16,,,,,
A-15 vision speaker,,326,,,45,33.3333,60,,1,0,1,0,1,,-5,,,,,
vision VS-1068/33,,327,,,55,18.1818,65,,1,1,1,0,1,,-3,,,,,
vision VS-806,,328,,,38,31.5789,50,,1,0,1,0,1,,-20,,,,,
sanple SP-806,,329,,,38,31.5789,50,,1,0,1,0,1,,-3,,,,,
lunar L-806,,330,,,38,31.5789,50,,1,0,1,0,1,,0,,,,,
vision VS-605,,331,,,38,18.4211,45,,1,0,1,0,1,,0,,,,,
JVC TSN-100 speaker,,332,,,50,20,60,,1,0,1,0,1,,0,,,,,
electro masters water dispenser EM-WD-3090,,333,,,120,12.5,135,,1,0,1,0,1,,-1,,,,,
electro masters water dispenser EM-WD-1389,,334,,,90,16.6667,105,,1,0,1,0,1,,0,,,,,
Q-1503 speaker,,335,,,60,25,75,,1,0,1,0,1,,0,,,,,
digimark DM-15BT speaker,,336,,,60,25,75,,1,0,1,0,1,,-2,,,,,
royal PA-836 speaker,,337,,,45,33.3333,60,,1,0,1,0,1,,-1,,,,,
vision VS-1011V,,338,,,90,22.2222,110,,1,0,1,0,1,,-7,,,,,
vision VS-S1062A,,339,,,90,33.3333,120,,1,0,1,0,1,,-2,,,,,
keson speaker KS-B821,,340,,,77,29.8701,100,,1,0,1,0,1,,-2,,,,,
Toy car BH-602,,341,,,115,17.3913,135,,1,1,1,0,1,,-1,,,,,
swop lambogin car,,342,,,122,22.9508,150,,1,0,1,0,1,,-1,,,,,
police toy car,,343,,,82,21.9512,100,,1,0,1,0,1,,0,,,,,
super force BNHMOTO-5188,,344,,,82,21.9512,100,,1,1,1,0,1,,-5,,,,,
beyond the limit,,345,,,72,25,90,,1,0,1,0,1,,0,,,,,
RAF iron R-127GG,,346,,,7.5,100,15,,1,0,1,0,1,,-2,,,,,
sokany steamer R-2608,,347,,,8.5,76.4706,15,,1,0,1,0,1,,-1,,,,,
RAF iron R-11218G,,348,,,6.91,189.4356,20,,1,0,1,0,1,,0,,,,,
RAF iron R-1105,,349,,,7.68,160.4167,20,,1,0,1,0,1,,-1,,,,,
RAF iron R-1168,,350,,,12,66.6667,20,,1,0,1,0,1,,-8,,,,,
RAF iron R-1029G,,351,,,7.5,100,15,,1,0,1,0,1,,-3,,,,,
RAF iron R-1225G,,352,,,14,78.5714,25,,1,0,1,0,1,,-2,,,,,
RAF iron R-1168R,,353,,,9.98,150.501,25,,1,0,1,0,1,,-1,,,,,
electro masters dryiron EM-D1-1008,,354,,,6,66.6667,10,,1,1,1,0,1,,-31,,,,,
RAF iron R-1301,,355,,,13.5,85.1852,25,,1,0,1,0,1,,0,,,,,
RAF iron R-1209G,,356,,,12,108.3333,25,,1,0,1,0,1,,-1,,,,,
dry iron electro masters EM-D1-1004,,358,,,11.2,78.5714,20,,1,0,1,0,1,,-3,,,,,
RAF iron R-1207B,,359,,,14.4,73.6111,25,,1,0,1,0,1,,-3,,,,,
RAF iron R-1117,,360,,,12.5,100,25,,1,0,1,0,1,,-6,,,,,
electro master EM-S1-1-23,,361,,,0,0,25,,1,0,1,0,1,,0,,,,,
electro masters EM-S1-1904,,362,,,13,92.3077,25,,1,1,1,0,1,,-4,,,,,
electro masters EM51-1025,,363,,,14,78.5714,25,,1,0,1,0,1,,-1,,,,,
RAF iron R-1234G,,364,,,9.5,57.8947,15,,1,1,1,0,1,,-2,,,,,
keson amplifier TK-109,,365,,,17,47.0588,25,,1,0,1,0,1,,-5,,,,,
vision VS-VA5505,,366,,,70,21.4286,85,,1,0,1,0,1,,-6,,,,,
keson TK-108 amplifier,,367,,,20,75,35,,1,0,1,0,1,,-11,,,,,
half satelite dish,,368,,,8,87.5,15,,1,0,1,0,1,,-45,,,,,
sport bottle mockup super,,369,,,3.8,110.5263,8,,1,0,1,0,1,,-4,,,,,
sport bottle non-toxic,,370,,,2,100,4,,1,0,1,0,1,,-1,,,,,
juice school bottle,,371,,,1.99,101.005,4,,1,0,1,0,1,,-17,,,,,
small cartoon bottle,,372,,,1.8,66.6667,3,,1,0,1,0,1,,-4,,,,,
small bottle,,373,,,1.2,150,3,,1,0,1,0,1,,-5,,,,,
small bali knife,,374,,,0.2,150,0.5,,1,0,1,0,1,,0,,,,,
3pcs motivational bottle,,375,,,4,150,10,,1,0,1,0,1,,-2,,,,,
electro coffee maker,,376,,,28,42.8571,40,,1,0,1,0,1,,0,,,,,
eggs storage 32holes,,377,,,4.5,122.2222,10,,1,0,1,0,1,,-1,,,,,
deer box 18holes eggs organisers,,378,,,3.5,128.5714,8,,1,0,1,0,1,,0,,,,,
hot water flask,,379,,,8,87.5,15,,1,0,1,0,1,,-1,,,,,
car fridge,,380,,,45,33.3333,60,,1,0,1,0,1,,0,,,,,
sast car fridge,,381,,,45,33.3333,60,,1,0,1,0,1,,0,,,,,
Samsung galaxy ao6 64+4,MOBILE PHONES AND ACCESORIES,382,,,80,18.75,95,,1,1,1,0,1,,-2,,,,,
samsung galaxy a06 128+4,MOBILE PHONES AND ACCESORIES,383,,,98,17.3469,115,,1,1,1,0,1,,-24,,,,,
Samsung galaxy f06 128+4,MOBILE PHONES AND ACCESORIES,384,,,127,20,152.4,,1,1,1,0,1,,-17,,,,,
samsung galaxy a16 128+4,MOBILE PHONES AND ACCESORIES,385,,,125,12,140,,1,1,1,0,1,,-7,,,,,
samsung galaxy a16 256+8,MOBILE PHONES AND ACCESORIES,386,,,190,11.1111,211.11,,1,1,1,0,1,,-8,,,,,
samsung galaxy a07 128+4,MOBILE PHONES AND ACCESORIES,387,,,113,16.5049,131.65,,1,1,1,0,1,,-11,,,,,
samsung galaxy a07 64+4,MOBILE PHONES AND ACCESORIES,388,,,100,15,115,,1,1,1,0,1,,-24,,,,,
samsung galaxy m07 64+4,MOBILE PHONES AND ACCESORIES,389,,,100,20,120,,1,1,1,0,1,,-19,,,,,
samsung galaxy a17 128+4,MOBILE PHONES AND ACCESORIES,390,,,145,10.3448,160,,1,0,1,0,1,,-4,,,,,
samsung galaxy f05 64+4,MOBILE PHONES AND ACCESORIES,391,,,77,16.8831,90,,1,1,1,0,1,,-26,,,,,
samsung galaxy m36 128+6,MOBILE PHONES AND ACCESORIES,392,,,168,7.1429,180,,1,1,1,0,1,,-9,,,,,
Itel a18 32gb,MOBILE PHONES AND ACCESORIES,393,,,38,31.5789,50,,1,1,1,0,1,,-16,,,,,
itel a20 32gb,MOBILE PHONES AND ACCESORIES,394,,,44,25,55,,1,0,1,0,1,,-13,,,,,
itel a06 64gb,MOBILE PHONES AND ACCESORIES,395,,,57,22.807,70,,1,1,1,0,1,,-40,,,,,
itel a90 128gb,MOBILE PHONES AND ACCESORIES,396,,,72,25,90,,1,1,1,0,1,,-1,,,,,
itel s23+ 256gb,MOBILE PHONES AND ACCESORIES,397,,,157,14.6497,180,,1,0,1,0,1,,-1,,,,,
itel a80 128gb,MOBILE PHONES AND ACCESORIES,398,,,75,20,90,,1,0,1,0,1,,0,,,,,
itel city 100 128gb,MOBILE PHONES AND ACCESORIES,399,,,82,15.8537,95,,1,1,1,0,1,,-4,,,,,
itel a100c 64gb,MOBILE PHONES AND ACCESORIES,400,,,64,25,80,,1,1,1,0,1,,-31,,,,,
itel p70 128gb,MOBILE PHONES AND ACCESORIES,401,,,90,22.2222,110,,1,1,1,0,1,,-3,,,,,
itel a05s 32gb,MOBILE PHONES AND ACCESORIES,402,,,54,29.6296,70,,1,1,1,0,1,,-22,,,,,
itel a100 128gb,MOBILE PHONES AND ACCESORIES,403,,,80,18.75,95,,1,1,1,0,1,,-16,,,,,
tecno pop 10c 64gb,MOBILE PHONES AND ACCESORIES,404,,,75,20,90,,1,0,1,0,1,,-1,,,,,
techno spark 40 128g + 4,MOBILE PHONES AND ACCESORIES,405,2.60E+12,,107,22.2222,130.78,,1,1,1,0,1,,-9,,,,,
techno spark 40 256g +8,MOBILE PHONES AND ACCESORIES,406,2.60E+12,,120,16.6667,140,,1,0,1,0,1,,-2,,,,,
redmi 14c 256g + 6,MOBILE PHONES AND ACCESORIES,407,2.60E+12,,110,13.6364,125,,1,0,1,0,1,,-1,,,,,
redmi A5 64g + 4,MOBILE PHONES AND ACCESORIES,408,2.60E+12,,80,20,96,,1,1,1,0,1,,-8,,,,,
redmi A5 128g + 4,MOBILE PHONES AND ACCESORIES,409,2.60E+12,,90,17.6471,105.88,,1,1,1,0,1,,-9,,,,,
redmi 15C 128g,MOBILE PHONES AND ACCESORIES,410,2.60E+12,,102,17.6471,120,,1,1,1,0,1,,-4,,,,,
redmi 15c 256g,MOBILE PHONES AND ACCESORIES,411,2.60E+12,,120,16.6667,140,,1,0,1,0,1,,-7,,,,,
nokia C32,MOBILE PHONES AND ACCESORIES,412,2.60E+12,,78,15.3846,90,,1,0,1,0,1,,-1,,,,,
ZTE A56 128g,MOBILE PHONES AND ACCESORIES,413,2.60E+12,,80,18.75,95,,1,0,1,0,1,,-8,,,,,
ZTE V60 design 256g,MOBILE PHONES AND ACCESORIES,414,2.60E+12,,100,20,120,,1,0,1,0,1,,0,,,,,
ZTE A35e 64g,MOBILE PHONES AND ACCESORIES,415,2.60E+12,,68,17.6471,80,,1,1,1,0,1,,-9,,,,,
Huawei 5x,MOBILE PHONES AND ACCESORIES,416,2.60E+12,,23,57.8947,36.32,,1,1,1,0,1,,-9,,,,,
huawei 5a,MOBILE PHONES AND ACCESORIES,417,2.60E+12,,23,57.8947,36.32,,1,1,1,0,1,,-9,,,,,
huawei Y9 prime 2018,MOBILE PHONES AND ACCESORIES,418,2.60E+12,,33,36.3636,45,,1,0,1,0,1,,-5,,,,,
huawei Y7 prime 2017,MOBILE PHONES AND ACCESORIES,419,2.60E+12,,27,48.1481,40,,1,0,1,0,1,,0,,,,,
REDMI note 5 A,MOBILE PHONES AND ACCESORIES,420,2.60E+12,,23,52.1739,35,,1,1,1,0,1,,-4,,,,,
vivo v17,MOBILE PHONES AND ACCESORIES,421,2.60E+12,,40,25,50,,1,0,1,0,1,,-3,,,,,
oppo A53,MOBILE PHONES AND ACCESORIES,422,2.60E+12,,23,52.1739,35,,1,0,1,0,1,,-7,,,,,
huawei y6 prime 2018,MOBILE PHONES AND ACCESORIES,423,2.60E+12,,23,52.1739,35,,1,1,1,0,1,,-9,,,,,
huawei p smart 2021,MOBILE PHONES AND ACCESORIES,424,2.60E+12,,50,30,65,,1,0,1,0,1,,-2,,,,,
huawei y7 prime 2018,MOBILE PHONES AND ACCESORIES,425,2.60E+12,,30,33.3333,40,,1,1,1,0,1,,-16,,,,,
oppo a53s,MOBILE PHONES AND ACCESORIES,426,2.60E+12,,55,18.1818,65,,1,0,1,0,1,,-2,,,,,
villaon v45 64g + 4,MOBILE PHONES AND ACCESORIES,427,2.60E+12,,52,35.4167,70.42,,1,1,1,0,1,,-46,,,,,
villaon v40 32g + 4,MOBILE PHONES AND ACCESORIES,428,2.60E+12,,45,33.3333,60,,1,0,1,0,1,,-4,,,,,
villaon v40s 32g + 4,MOBILE PHONES AND ACCESORIES,429,2.60E+12,,50,30,65,,1,0,1,0,1,,-11,,,,,
villaon v25 64g+ 4,MOBILE PHONES AND ACCESORIES,430,2.60E+12,,39,28.2051,50,,1,1,1,0,1,,-46,,,,,
villaon v40s 64 + 8,MOBILE PHONES AND ACCESORIES,431,2.60E+12,,53,32.0755,70,,1,0,1,0,1,,-17,,,,,
king kon 128g + 6,MOBILE PHONES AND ACCESORIES,432,2.60E+12,,110,18.1818,130,,1,1,1,0,1,,-10,,,,,
nokia 10s,MOBILE PHONES AND ACCESORIES,433,2.60E+12,,10,50,15,,1,0,1,0,1,,0,,,,,
h-mobile 5616,MOBILE PHONES AND ACCESORIES,434,2.60E+12,,7.2,66.6667,12,,1,0,1,0,1,,-1,,,,,
itel 5606,MOBILE PHONES AND ACCESORIES,435,2.60E+12,,10.5,42.8571,15,,1,0,1,0,1,,-54,,,,,
itel 2165,MOBILE PHONES AND ACCESORIES,436,2.60E+12,,6.8,47.0588,10,,1,0,1,0,1,,-123,,,,,
bm10,MOBILE PHONES AND ACCESORIES,437,2.60E+12,,7,114.2857,15,,1,0,1,0,1,,-6,,,,,
kgtel K-NO1,MOBILE PHONES AND ACCESORIES,438,2.60E+12,,7.2,66.6667,12,,1,1,1,0,1,,-3,,,,,
Smart watch storm ultra ISW-023,MOBILE PHONES AND ACCESORIES,439,2.60E+12,,20,75,35,,1,0,1,0,1,,0,,,,,
oraimo watch nova OSW-812,MOBILE PHONES AND ACCESORIES,440,2.60E+12,,25,40,35,,1,0,1,0,1,,0,,,,,
smart watch horizon ISW-N8,MOBILE PHONES AND ACCESORIES,441,2.60E+12,,23,52.1739,35,,1,0,1,0,1,,-1,,,,,
tecno buds 4 air BD04 Air,MOBILE PHONES AND ACCESORIES,442,2.60E+12,,8,87.5,15,,1,0,1,0,1,,-2,,,,,
micro sd card 64gb M202B,MOBILE PHONES AND ACCESORIES,443,2.60E+12,,5,200,15,,1,0,1,0,1,,-3,,,,,
micro sd card 32gb M202B,MOBILE PHONES AND ACCESORIES,444,2.60E+12,,2.8,257.1429,10,,1,0,1,0,1,,-39,,,,,
sandisk ultra micro sd card 16gb,MOBILE PHONES AND ACCESORIES,445,2.60E+12,,2.8,150,7,,1,0,1,0,1,,0,,,,,
micro sd card 8gb,MOBILE PHONES AND ACCESORIES,446,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-52,,,,,
micro sd card 16gb,MOBILE PHONES AND ACCESORIES,447,2.60E+12,,2.8,150,7,,1,0,1,0,1,,-11,,,,,
micro sd card 4gb,MOBILE PHONES AND ACCESORIES,448,2.60E+12,,2,100,4,,1,0,1,0,1,,-25,,,,,
sandisk cruzer blade flash 64gb,MOBILE PHONES AND ACCESORIES,449,2.60E+12,,5,200,15,,1,0,1,0,1,,-9,,,,,
DIGIRI flash 16gb,MOBILE PHONES AND ACCESORIES,450,2.60E+12,,2.8,150,7,,1,0,1,0,1,,-34,,,,,
DIGIRI flash 2gb,MOBILE PHONES AND ACCESORIES,451,2.60E+12,,1.8,66.6667,3,,1,0,1,0,1,,-32,,,,,
c to c head,MOBILE PHONES AND ACCESORIES,452,2.60E+12,,1.8,177.7778,5,,1,0,1,0,1,,-134,,,,,
ultra 3 smart watch T10,MOBILE PHONES AND ACCESORIES,453,2.60E+12,,5,100,10,,1,0,1,0,1,,-13,,,,,
ultra smart watch T3000,MOBILE PHONES AND ACCESORIES,454,2.60E+12,,5,100,10,,1,0,1,0,1,,-4,,,,,
T sport smart watch,MOBILE PHONES AND ACCESORIES,455,2.60E+12,,5,100,10,,1,0,1,0,1,,-3,,,,,
type c to usb hub 3.0,MOBILE PHONES AND ACCESORIES,456,2.60E+12,,2,150,5,,1,0,1,0,1,,-7,,,,,
wireless mobile wifi pro mf688,MOBILE PHONES AND ACCESORIES,457,2.60E+12,,17,47.0588,25,,1,0,1,0,1,,-6,,,,,
ultra pods max 5.3,MOBILE PHONES AND ACCESORIES,458,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-32,,,,,
tws f9-5 earbuds,MOBILE PHONES AND ACCESORIES,459,2.60E+12,,2.5,100,5,,1,1,1,0,1,,-8,,,,,
m19 earbuds v5.3,MOBILE PHONES AND ACCESORIES,460,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-10,,,,,
m20 earbuds v5.3,MOBILE PHONES AND ACCESORIES,461,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-27,,,,,
sterio earbuds 895b,MOBILE PHONES AND ACCESORIES,462,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-4,,,,,
iphone x 10s earphones,MOBILE PHONES AND ACCESORIES,463,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-2,,,,,
samsung galaxy buds pro9,MOBILE PHONES AND ACCESORIES,464,2.60E+12,,8,87.5,15,,1,0,1,0,1,,-3,,,,,
earpods,MOBILE PHONES AND ACCESORIES,465,2.60E+12,,2,150,5,,1,0,1,0,1,,-25,,,,,
galaxy buds pro 7,MOBILE PHONES AND ACCESORIES,466,2.60E+12,,8,87.5,15,,1,0,1,0,1,,-7,,,,,
lte advanced mobile cpe mt30,MOBILE PHONES AND ACCESORIES,467,2.60E+12,,35,28.5714,45,,1,0,1,0,1,,-1,,,,,
jbl led pro 50 v5.4,MOBILE PHONES AND ACCESORIES,468,2.60E+12,,8,87.5,15,,1,0,1,0,1,,-3,,,,,
multi function vehicle inverter x-838,,469,,,9,66.6667,15,,1,0,1,0,1,,-1,,,,,
tecno 6a f.j 608,MOBILE PHONES AND ACCESORIES,470,2.60E+12,,1.5,233.3333,5,,1,0,1,0,1,,0,,,,,
neck headset uni.121,MOBILE PHONES AND ACCESORIES,471,2.60E+12,,3.5,185.7143,10,,1,1,1,0,1,,-1,,,,,
magnetic sport bluetooth headphones bc-002,MOBILE PHONES AND ACCESORIES,472,2.60E+12,,3.5,128.5714,8,,1,0,1,0,1,,-1,,,,,
privacy temper glass,MOBILE PHONES AND ACCESORIES,473,2.60E+12,,2,150,5,,1,0,1,0,1,,-330,,,,,
full glue temper glass,MOBILE PHONES AND ACCESORIES,474,2.60E+12,,1,400,5,,1,0,1,0,1,,-132,,,,,
ordinary temper glass,MOBILE PHONES AND ACCESORIES,475,2.60E+12,,0.2,400,1,,1,0,1,0,1,,-27,,,,,
hands free earphones vk-w53,MOBILE PHONES AND ACCESORIES,476,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-3,,,,,
hi speed 10 port usb plh-001,MOBILE PHONES AND ACCESORIES,477,2.60E+12,,6,66.6667,10,,1,0,1,0,1,,0,,,,,
2.4g wireless mouse 3100,MOBILE PHONES AND ACCESORIES,478,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-6,,,,,
earphones lightning connector vk17,MOBILE PHONES AND ACCESORIES,479,2.60E+12,,2.5,100,5,,1,0,1,0,1,,-2,,,,,
itel power pulse fast bundle 27000mah,MOBILE PHONES AND ACCESORIES,480,2.60E+12,,19,57.8947,30,,1,0,1,0,1,,-2,,,,,
sindu car charger 15w c006,MOBILE PHONES AND ACCESORIES,481,2.60E+12,,1.5,233.3333,5,,1,0,1,0,1,,-5,,,,,
sindu car charger c007,MOBILE PHONES AND ACCESORIES,482,2.60E+12,,1.5,233.3333,5,,1,0,1,0,1,,-4,,,,,
sindu 2.4a dual port a003,MOBILE PHONES AND ACCESORIES,483,2.60E+12,,1.5,233.3333,5,,1,0,1,0,1,,-3,,,,,
sindu data cable classic dc002,MOBILE PHONES AND ACCESORIES,484,2.60E+12,,0.5,300,2,,1,0,1,0,1,,-2,,,,,
sindu data cable dc001,MOBILE PHONES AND ACCESORIES,485,2.60E+12,,1.4,114.2857,3,,1,0,1,0,1,,-9,,,,,
sindu earphones e007,MOBILE PHONES AND ACCESORIES,486,2.60E+12,,1,400,5,,1,1,1,0,1,,-2,,,,,
vivo universal earphones v38,MOBILE PHONES AND ACCESORIES,487,,,1,100,2,,1,0,1,0,1,,-1,,,,,
huawei earphones 67m,MOBILE PHONES AND ACCESORIES,488,2.60E+12,,1,100,2,,1,0,1,0,1,,0,,,,,
stereo earphones e35,MOBILE PHONES AND ACCESORIES,489,,,1,100,2,,1,0,1,0,1,,-8,,,,,
tecno stereo headset te22,MOBILE PHONES AND ACCESORIES,490,,,1,100,2,,1,0,1,0,1,,-7,,,,,
mi earphones basic m38,MOBILE PHONES AND ACCESORIES,491,,,1,100,2,,1,0,1,0,1,,-19,,,,,
computer cable 2.0,MOBILE PHONES AND ACCESORIES,492,,,1.5,100,3,,1,0,1,0,1,,-1,,,,,
protea car charger 6500c,MOBILE PHONES AND ACCESORIES,493,,,0.3,233.3333,1,,1,0,1,0,1,,-8,,,,,
casio scientific culculator 7x991es,MOBILE PHONES AND ACCESORIES,494,,,7.5,100,15,,1,0,1,0,1,,-1,,,,,
av codes vhs high grade cable,MOBILE PHONES AND ACCESORIES,495,,,1.5,100,3,,1,0,1,0,1,,-11,,,,,
allison modulator als-a667,MOBILE PHONES AND ACCESORIES,496,,,2.5,100,5,,1,0,1,0,1,,-10,,,,,
sindu car charger c002,MOBILE PHONES AND ACCESORIES,497,,,1,400,5,,1,0,1,0,1,,-4,,,,,
kbroad kcb -901,MOBILE PHONES AND ACCESORIES,498,,,2.5,100,5,,1,0,1,0,1,,-3,,,,,
multifunction wireless car player c1,MOBILE PHONES AND ACCESORIES,499,,,2.5,100,5,,1,0,1,0,1,,-1,,,,,
allison bluetooth transmitter als-a137,,500,,,2.5,100,5,,1,0,1,0,1,,-2,,,,,
multifunction wireless car player c2,MOBILE PHONES AND ACCESORIES,501,,,2.5,100,5,,1,0,1,0,1,,-2,,,,,
sindu car charger 12w charging c003,MOBILE PHONES AND ACCESORIES,502,,,1.6,212.5,5,,1,0,1,0,1,,-7,,,,,
car fm player m47,MOBILE PHONES AND ACCESORIES,503,,,2.5,100,5,,1,0,1,0,1,,0,,,,,
lighting to headphone jack adapter,MOBILE PHONES AND ACCESORIES,504,,,1,100,2,,1,0,1,0,1,,0,,,,,
samsung galaxy s10+ akg,MOBILE PHONES AND ACCESORIES,505,,,2,50,3,,1,0,1,0,1,,-8,,,,,
samsung car charger dual port (45w/15),MOBILE PHONES AND ACCESORIES,506,,,3,66.6667,5,,1,0,1,0,1,,-26,,,,,
16 pro max usb-c,MOBILE PHONES AND ACCESORIES,507,,,2.5,100,5,,1,0,1,0,1,,-7,,,,,
samsung pn20,MOBILE PHONES AND ACCESORIES,508,,,2.5,100,5,,1,0,1,0,1,,-4,,,,,
sindu car charger c005,MOBILE PHONES AND ACCESORIES,509,,,1.5,233.3333,5,,1,0,1,0,1,,0,,,,,
type c to 3.5 aux audio,MOBILE PHONES AND ACCESORIES,510,,,1,200,3,,1,0,1,0,1,,-3,,,,,
65w pd power adapter trio,MOBILE PHONES AND ACCESORIES,511,,,5,100,10,,1,0,1,0,1,,-21,,,,,
sindu data cable micro dc007,MOBILE PHONES AND ACCESORIES,512,,,0.5,300,2,,1,0,1,0,1,,-8,,,,,
sindu data cabble ;2m type c dc0017,MOBILE PHONES AND ACCESORIES,513,,,0.5,300,2,,1,0,1,0,1,,-2,,,,,
sindu data cable type c dc007,MOBILE PHONES AND ACCESORIES,514,,,0.7,185.7143,2,,1,0,1,0,1,,-4,,,,,
sindu data cable 2m c to c dc0027,MOBILE PHONES AND ACCESORIES,515,,,1.5,100,3,,1,0,1,0,1,,-4,,,,,
hdtv 1.5m cable,MOBILE PHONES AND ACCESORIES,516,,,3,133.3333,7,,1,0,1,0,1,,-4,,,,,
pc dual shock joy pad u.com704,MOBILE PHONES AND ACCESORIES,517,,,3.5,42.8571,5,,1,0,1,0,1,,-14,,,,,
double shock controller usb 208b,MOBILE PHONES AND ACCESORIES,518,,,6,66.6667,10,,1,0,1,0,1,,-4,,,,,
usb cable c to c s23 camsung cable,MOBILE PHONES AND ACCESORIES,519,,,1.5,100,3,,1,1,1,0,1,,-41,,,,,
samsung type c earphones,MOBILE PHONES AND ACCESORIES,520,,,2.5,100,5,,1,0,1,0,1,,-11,,,,,
hdtv cable 5m,MOBILE PHONES AND ACCESORIES,521,,,2.5,100,5,,1,0,1,0,1,,-3,,,,,
3 in 1 hdtv 1.5m,MOBILE PHONES AND ACCESORIES,522,,,2,150,5,,1,0,1,0,1,,-3,,,,,
sindu type c data cable dc002,MOBILE PHONES AND ACCESORIES,523,,,0.5,500,3,,1,0,1,0,1,,-5,,,,,
otg + usb,MOBILE PHONES AND ACCESORIES,524,,,0.3,566.6667,2,,1,0,1,0,1,,-7,,,,,
type c otg,MOBILE PHONES AND ACCESORIES,525,,,0.33,506.0606,2,,1,0,1,0,1,,-30,,,,,
car player m48,MOBILE PHONES AND ACCESORIES,526,,,2.4,108.3333,5,,1,0,1,0,1,,-1,,,,,
allison car charger als -a46,MOBILE PHONES AND ACCESORIES,527,,,2.6,92.3077,5,,1,0,1,0,1,,-1,,,,,
t flash,MOBILE PHONES AND ACCESORIES,528,,,0.2,150,0.5,,1,0,1,0,1,,-25,,,,,
vip 4 inputs,MOBILE PHONES AND ACCESORIES,529,,,0.8,275,3,,1,0,1,0,1,,-21,,,,,
usb to classic cable,MOBILE PHONES AND ACCESORIES,530,,,0.4,400,2,,1,0,1,0,1,,0,,,,,
usb to c cable,MOBILE PHONES AND ACCESORIES,531,,,0.4,400,2,,1,0,1,0,1,,-1,,,,,
sony ult power sound wh-ult900n,MOBILE PHONES AND ACCESORIES,532,,,15,66.6667,25,,1,0,1,0,1,,-1,,,,,
jbl harman t03nc,MOBILE PHONES AND ACCESORIES,533,,,15,66.6667,25,,1,0,1,0,1,,-1,,,,,
jbl harman pure bass live 89nc,MOBILE PHONES AND ACCESORIES,534,,,12,66.6667,20,,1,0,1,0,1,,-1,,,,,
air pods max 9s,MOBILE PHONES AND ACCESORIES,535,,,10,100,20,,1,0,1,0,1,,-3,,,,,
