Name,ProductGroup,SKU,Barcode,MeasurementUnit,Cost,Markup,Price,Tax,IsTaxInclusivePrice,IsPriceChangeAllowed,IsUsingDefaultQuantity,IsService,IsEnabled,Description,Quantity,Supplier,ReorderPoint,PreferredQuantity,LowStockWarning,WarningQuantity
icd m11 itel cable,,841,,,0.8,275,3,,1,0,1,0,1,,-13,,,,,
m33 modulator,,842,,,2.5,100,5,,1,0,1,0,1,,-12,,,,,
icd c60s itel cable,,843,,,1,200,3,,1,0,1,0,1,,-5,,,,,
ORAIMO MODULATOR OCC 32D,,844,,,9,66.6667,15,,1,0,1,0,1,,-3,,,,,
c22n itel c type cable,,845,,,0.9,233.3333,3,,1,0,1,0,1,,-6,,,,,
1128 raf iron,,846,,,13,53.8462,20,,1,0,1,0,1,,-1,,,,,
10pcs cookware set,,847,,,21,42.8571,30,,1,0,1,0,1,,-1,,,,,
kbroad ktf 1646,,848,,,7,42.8571,10,,1,1,1,0,1,,-6,,,,,
raylight chainsaw 5800a,,849,,,65,38.4615,90,,1,0,1,0,1,,-6,,,,,
itel a100c 128gb,,850,,,83,21.7949,101.09,,1,1,1,0,1,,-15,,,,,
dyllu angle grinder,,851,,,15,66.6667,25,,1,0,1,0,1,,-1,,,,,
oraimo cable 152cl,,852,,,1.5,100,3,,1,1,1,0,1,,-7,,,,,
bs 14 bt speaker,,853,,,7,42.8571,10,,1,0,1,0,1,,-2,,,,,
kgtel mini b310,,854,,,9,33.3333,12,,1,1,1,0,1,,-5,,,,,
itel a24 pro 32gb,,855,,,45,33.3333,60,,1,0,1,0,1,,-13,,,,,
kgtel 5625m,,856,,,7.2,66.6667,12,,1,0,1,0,1,,-21,,,,,
25BI BATTERY,,857,,,3,66.6667,5,,1,0,1,0,1,,-11,,,,,
KGTEL MINI A350,,858,,,11,36.3636,15,,1,0,1,0,1,,-9,,,,,
TECNO POP 10 128GB,,859,,,87,14.9425,100,,1,0,1,0,1,,-2,,,,,
tv stand,,860,,,45,33.3333,60,,1,0,1,0,1,,-9,,,,,
tv guard,,861,,,4,75,7,,1,0,1,0,1,,-5,,,,,
dvd,,862,,,19,57.8947,30,,1,0,1,0,1,,-1,,,,,
boomboxx3 m45,,863,,,30,50,45,,1,0,1,0,1,,-1,,,,,
fruit rack,,864,,,37,21.6216,45,,1,0,1,0,1,,-2,,,,,
dinner plate,,865,,,0.75,100,1.5,,1,0,1,0,1,,-21,,,,,
iss 13 hair clipper,,866,,,7,114.2857,15,,1,0,1,0,1,,-3,,,,,
villaon v50s 64gb,,867,,,61,25,76.25,,1,1,1,0,1,,-14,,,,,
colone rx 166led,,868,,,9,66.6667,15,,1,0,1,0,1,,-1,,,,,
HUAWEI MATE 9,,869,,,28,42.8571,40,,1,0,1,0,1,,-4,,,,,
WALKER,,870,,,37,35.1351,50,,1,0,1,0,1,,-5,,,,,
aux cable,,871,,,0.2,400,1,,1,0,1,0,1,,-10,,,,,
kids tablet,,872,,,45,22.2222,55,,1,0,1,0,1,,-1,,,,,
itel a90 64gb,,873,,,68,25,85,,1,1,1,0,1,,-14,,,,,
samsung galaxy m17 128gb,,874,,,145,10.3448,160,,1,1,1,0,1,,-3,,,,,
wall potrait,,875,,,12,66.6667,20,,1,1,1,0,1,,-4,,,,,
oppo r9 plus ,,876,,,27,48.1481,40,,1,0,1,0,1,,-3,,,,,
630w solar panel,,877,,,85,17.6471,100,,1,0,1,0,1,,-10,,,,,
master dc 209l fridge,,878,,,295,25.4237,370,,1,0,1,0,1,,-4,,,,,
oppo a77s,,879,,,25,40,35,,1,1,1,0,1,,-5,,,,,
nns ns919sl radio,,880,,,9,66.6667,15,,1,0,1,0,1,,-1,,,,,
push baby walker,,881,,,17,47.0588,25,,1,0,1,0,1,,-7,,,,,
USB HEAD,,882,,,1,200,3,,1,0,1,0,1,,-33,,,,,
AI 02S SPEAKER,,883,,,12,108.3333,25,,1,0,1,0,1,,-10,,,,,
GX6 HEADPHONES,,884,,,12,66.6667,20,,1,0,1,0,1,,-1,,,,,
VISION 1206 BT SPEAKER 5 IN 1,,885,,,120,25,150,,1,0,1,0,1,,-5,,,,,
HOT WHEEL,,886,,,8,87.5,15,,1,0,1,0,1,,-1,,,,,
charge 6 rgb speaker,,887,,,8,87.5,15,,1,0,1,0,1,,-2,,,,,
h11 ultra 2 watch,,888,,,7,114.2857,15,,1,0,1,0,1,,-3,,,,,
itel box party speaker,,889,,,62,20.9677,75,,1,0,1,0,1,,-2,,,,,
450W SOLAR PANEL,,890,,,56,33.9286,75,,1,1,1,0,1,,-7,,,,,
ORAIMO LIGHTNING CABLE 114L,,891,,,0.8,275,3,,1,1,1,0,1,,-9,,,,,
SUNLIGHTS COMBINED,,892,,,155,21.9355,189,,1,0,1,0,1,,-3,,,,,
HUAWEI NOVA 3I,,893,,,35,28.5714,45,,1,1,1,0,1,,-3,,,,,
VASE,,894,,,4.7,112.766,10,,1,0,1,0,1,,-1,,,,,
ITEL CITY 200,,895,,,113,15.0442,130,,1,1,1,0,1,,-9,,,,,
NOVA 3I ,,896,,,35,28.5714,45,,1,1,1,0,1,,0,,,,,
huawei psmart 2019,,897,,,35,28.5714,45,,1,1,1,0,1,,-4,,,,,
tecno pop 20 64gb,,898,,,85,41.1765,120,,1,1,1,0,1,,-5,,,,,
ocw 5184ul lightning charger,,899,,,3,133.3333,7,,1,0,1,0,1,,-3,,,,,
huawei y9 prime 2019,,900,,,65,15.3846,75,,1,1,1,0,1,,-1,,,,,
adapter,,901,,,2,150,5,,1,0,1,0,1,,-34,,,,,
REDMI 5 PLUS MAX,,902,,,33,36.3636,45,,1,1,1,0,1,,-2,,,,,
CEDIEEYE HAIR CLIPPER,,903,,,7,42.8571,10,,1,0,1,0,1,,-1,,,,,
ESSENTIAL 6PCS MORDEN KITCHEN,,904,,,13,53.8462,20,,1,1,1,0,1,,-1,,,,,
kgtel a16 plus 64gb,,905,,,52,44.2308,75,,1,0,1,0,1,,-5,,,,,
ndl wp20 water pump,,906,,,78,21.7949,95,,1,1,1,0,1,,-5,,,,,
vision vs 1022v speaker,,907,,,120,25,150,,1,0,1,0,1,,-1,,,,,
huawei honor v10,,908,,,32,56.25,50,,1,1,1,0,1,,-1,,,,,
vivo y98s,,909,,,25,40,35,,1,1,1,0,1,,-6,,,,,
7983 ELECTRIC JUG,,910,,,6.9,73.913,12,,1,1,1,0,1,,-6,,,,,
tv stand ,,911,,,65,23.0769,80,,1,1,1,0,1,,-6,,,,,
sokany blender 03031,,912,,,17,47.0588,25,,1,1,1,0,1,,-5,,,,,
a11 pro earpods,,913,,,4,200,12,,1,0,1,0,1,,-7,,,,,
raf stand mixer 6637,,914,,,12,66.6667,20,,1,0,1,0,1,,-2,,,,,
bowl,,915,,,0.6,66.6667,1,,1,1,1,0,1,,-1,,,,,
camping chair,,916,,,28,60.7143,45,,1,1,1,0,1,,-8,,,,,
S MOTOR,,917,,,135,22.2222,165,,1,1,1,0,1,,-3,,,,,
KESON 4 PLATE GAS STOVE,,918,,,92,41.3043,130,,1,1,1,0,1,,-12,,,,,
vision speaker 122a,,919,,,60,25,75,,1,1,1,0,1,,-6,,,,,
oppo a37 ,,920,,,20,50,30,,1,0,1,0,1,,-4,,,,,
camping tent,,921,,,52,34.6154,70,,1,0,1,0,1,,-5,,,,,
nns 7021s radio,,922,,,8,87.5,15,,1,0,1,0,1,,-1,,,,,
kaisa villa kv 1050,,923,,,30,50,45,,1,1,1,0,1,,-3,,,,,
car x8 modulator,,924,,,2,150,5,,1,0,1,0,1,,-3,,,,,
itel buds neo 3,,925,,,12,66.6667,20,,1,1,1,0,1,,-2,,,,,
4 in1 fast cable,,926,,,1.2,233.3333,4,,1,1,1,0,1,,-9,,,,,
a903 car charger,,927,,,1,200,3,,1,1,1,0,1,,-3,,,,,
top c4  earphones and cable,,928,,,2,150,5,,1,1,1,0,1,,-3,,,,,
Keson dc deep freezer,,929,,,245,22.449,300,,1,1,1,0,1,,-9,,,,,
"crolan 26"" bicycle",,930,,,69,30.4348,90,,1,1,1,0,1,,-5,,,,,
em si 1012 iron,,931,,,5.7,75.4386,10,,1,1,1,0,1,,-10,,,,,
king 4 plate elecric stove,,932,,,190,31.5789,250,,1,1,1,0,1,,-2,,,,,
granite table,,933,,,36,52.7778,55,,1,1,1,0,1,,-7,,,,,
buku be 002 earphones,,934,,,3,233.3333,10,,1,0,1,0,1,,-1,,,,,
em si 1901 iron,,935,,,10.5,71.4286,18,,1,1,1,0,1,,-3,,,,,
criper fresh 5pcs lunch box,,936,,,3.3,81.8182,6,,1,1,1,0,1,,-2,,,,,
raf r7320 jug,,937,,,13,53.8462,20,,1,1,1,0,1,,-4,,,,,
air tab,,938,,,75,20,90,,1,1,1,0,1,,-2,,,,,
elecro master microwave,,939,,,82,34.1463,110,,1,1,1,0,1,,-3,,,,,
em si 1903 iron,,940,,,11.5,73.913,20,,1,0,1,0,1,,-2,,,,,
1075 master blender,,941,,,19.5,53.8462,30,,1,0,1,0,1,,-3,,,,,
alluminium pressure cooker,,942,,,17,47.0588,25,,1,0,1,0,1,,-1,,,,,
keson ks 292 speaker,,943,,,6,66.6667,10,,1,0,1,0,1,,-12,,,,,
"jrj 26"" bicycle",,944,,,73,23.2877,90,,1,1,1,0,1,,-2,,,,,
sq 1000l,,945,,,25,40,35,,1,1,1,0,1,,-3,,,,,
keson ks 321 subwoofer,,946,,,36,38.8889,50,,1,0,1,0,1,,-7,,,,,
3pcs food warmer,,947,,,25,40,35,,1,1,1,0,1,,-5,,,,,
c24s cable itel,,948,,,0.8,275,3,,1,0,1,0,1,,-11,,,,,
vision soundbar vs 665,,949,,,57,40.3509,80,,1,1,1,0,1,,-4,,,,,
lint remover 450,,950,,,3,133.3333,7,,1,0,1,0,1,,-1,,,,,
AIR PODS PRO,,951,,,6,100,12,,1,1,1,0,1,,-1,,,,,
SIVIA SI 37 ,,952,,,3,166.6667,8,,1,0,1,0,1,,-2,,,,,
TECNO 20000MAH POWER BANK,,953,,,12,66.6667,20,,1,1,1,0,1,,-4,,,,,
GAS HEATER,,954,,,18,38.8889,25,,1,1,1,0,1,,-4,,,,,
mobile router m9s,,955,,,12,66.6667,20,,1,1,1,0,1,,-3,,,,,
7955 raf electric kettle,,956,,,9,66.6667,15,,1,0,1,0,1,,-9,,,,,
1016 em si iron,,957,,,7,71.4286,12,,1,1,1,0,1,,-8,,,,,
tecno active 3 watch,,958,,,14,78.5714,25,,1,1,1,0,1,,-1,,,,,
SPJ BAR FRIDGE ,,959,,,150,13.3333,170,,1,1,1,0,1,,-5,,,,,
SOKANY AIRFRYER 10050,,960,,,50,30,65,,1,1,1,0,1,,-1,,,,,
USB TO USB CABLE,,961,,,1,100,2,,1,1,1,0,1,,-2,,,,,
NS 9962 BTS RADIO,,962,,,9,66.6667,15,,1,0,1,0,1,,-3,,,,,
5609 KGTEL,,963,,,7.2,66.6667,12,,1,0,1,0,1,,-6,,,,,
keson 109q dc fridge,,964,,,205,36.5854,280,,1,1,1,0,1,,-14,,,,,
MEIZU NOTE 5,,965,,,22,36.3636,30,,1,1,1,0,1,,-1,,,,,
80W SAMSUNG CHARGER,,966,,,5,200,15,,1,1,1,0,1,,-2,,,,,
keson 4 plate cast iron,,967,,,109,26.0504,137.39,,1,1,1,0,1,,-9,,,,,
football,,968,,,5,60,8,,1,1,1,0,1,,-1,,,,,
5189 motorbike,,969,,,108,29.6296,140,,1,1,1,0,1,,-1,,,,,
vivo y93,,970,,,30,50,45,,1,1,1,0,1,,-1,,,,,
HOTCHEF 10PCS POTS,,971,,,26,53.8462,40,,1,1,1,0,1,,-2,,,,,
OPPO A57,,972,,,25,40,35,,1,1,1,0,1,,-2,,,,,
KGTEL 5626,,973,,,7.2,66.6667,12,,1,1,1,0,1,,-21,,,,,
BREAD BOX,,974,,,21.5,39.5349,30,,1,1,1,0,1,,-5,,,,,
KESON POWER STATION,,975,,,45,33.3333,60,,1,1,1,0,1,,-3,,,,,
HTCBT 150AH BATTERY,,976,,,78,66.6667,130,,1,1,1,0,1,,-8,,,,,
VIVO X73MAX,,977,,,25,40,35,,1,1,1,0,1,,-2,,,,,
bathroom tent,,978,,,11.5,73.913,20,,1,1,1,0,1,,-2,,,,,
icd m24s itel cable,,979,,,0.8,275,3,,1,1,1,0,1,,-2,,,,,
huawei l29,,980,,,30,43.3333,43,,1,1,1,0,1,,-2,,,,,
pooltable,,981,,,16,56.25,25,,1,1,1,0,1,,-3,,,,,
foolsball table,,982,,,19,84.2105,35,,1,1,1,0,1,,-1,,,,,
infrared raf stove,,983,,,12,66.6667,20,,1,1,1,0,1,,-1,,,,,
TABLE,,984,,,70,21.4286,85,,1,1,1,0,1,,-8,,,,,
HUAWEI 6A,,985,,,23,52.1739,35,,1,1,1,0,1,,-3,,,,,
stereo earpods,,986,,,2,150,5,,1,0,1,0,1,,-10,,,,,
12 bottle spice jar,,987,,,8,87.5,15,,1,0,1,0,1,,-1,,,,,
8pcs stock pot set,,988,,,20.6,69.9029,35,,1,0,1,0,1,,-10,,,,,
keson speaker 0808r,,989,,,90,38.8889,125,,1,1,1,0,1,,-1,,,,,
ENGINEERING SERIES TOY,,990,,,6,66.6667,10,,1,0,1,0,1,,-1,,,,,
vision soundbar 655,,991,,,57,57.8947,90,,1,1,1,0,1,,-3,,,,,
3527 HQ dry iron,,992,,,9.5,57.8947,15,,1,1,1,0,1,,-4,,,,,
gainstar 8pcs belly shape,,993,,,26,53.8462,40,,1,1,1,0,1,,-1,,,,,
raylight pressure washer,,994,,,105,23.8095,130,,1,1,1,0,1,,0,,,,,
itel charger icw 051em,,995,,,2,150,5,,1,1,1,0,1,,-6,,,,,
kaisa villa 6702,,996,,,40,37.5,55,,1,1,1,0,1,,-1,,,,,
eagle 602 amplifier,,997,,,65,23.0769,80,,1,1,1,0,1,,-1,,,,,
huawei y5p 2020,,998,,,26,34.6154,35,,1,1,1,0,1,,-1,,,,,
10w solar panel,,999,,,2,150,5,,1,0,1,0,1,,-1,,,,,
RAF AIR FRYER 5382,,1000,,,72,25,90,,1,1,1,0,1,,-1,,,,,
128gb flash,,1001,,,8,150,20,,1,1,1,0,1,,-1,,,,,
3PCS BAMBOO SET,,1002,,,1.4,114.2857,3,,1,1,1,0,1,,-6,,,,,
samsung galaxy a17 128gb +6,,1003,,,160,6.25,170,,1,1,1,0,1,,-1,,,,,
k10pro earphones,,1004,,,1,200,3,,1,1,1,0,1,,-5,,,,,
WRITE VIEW CALCULATOR,,1005,,,18,38.8889,25,,1,1,1,0,1,,-1,,,,,
GYOUM 15PCS COOKWARE SET,,1006,,,23,30.4348,30,,1,1,1,0,1,,-8,,,,,
4PCS STORAGE BOX LUNCH,,1007,,,8,87.5,15,,1,0,1,0,1,,-3,,,,,
airtab u07,,1008,,,45,33.3333,60,,1,1,1,0,1,,-1,,,,,
spice carousel 16 jar,,1009,,,11,63.6364,18,,1,0,1,0,1,,-1,,,,,
sokany airfryer 10125,,1010,,,34,47.0588,50,,1,0,1,0,1,,-1,,,,,
kids tab,,1011,,,45,33.3333,60,,1,1,1,0,1,,-2,,,,,
raf electric kettle 7116,,1012,,,6,66.6667,10,,1,0,1,0,1,,-5,,,,,
2pcs table wood,,1013,,,34,47.0588,50,,1,0,1,0,1,,-2,,,,,
ITEL A200PLUS,,1014,,,99,21.2121,120,,1,1,1,0,1,,-4,,,,,
2pcs granite table,,1015,,,47,38.2979,65,,1,1,1,0,1,,-1,,,,,
ceedee 50w light,,1016,,,3,233.3333,10,,1,1,1,0,1,,-8,,,,,
samsung galaxy f17 128gb,,1017,,,147,12.2449,165,,1,1,1,0,1,,-1,,,,,
beverage cup,,1018,,,3,100,6,,1,1,1,0,1,,-10,,,,,
GAINSTAR 1.5KV HYBRID INVERTER,,1019,,,98,32.6531,130,,1,0,1,0,1,,-3,,,,,
gainstar 12v 100ah battery,,1020,,,78,28.2051,100,,1,1,1,0,1,,-7,,,,,
ecology 55ah battery,,1021,,,46,41.3043,65,,1,1,1,0,1,,-5,,,,,
ns nns 8086s,,1022,,,6,66.6667,10,,1,0,1,0,1,,-6,,,,,
lifepo4 12.8v 100ah battery,,1023,,,108,52.5424,164.75,,1,1,1,0,1,,-6,,,,,
spj n3 in 1 subwoofer,,1024,,,33,51.5152,50,,1,1,1,0,1,,-6,,,,,
dyllu battery charger,,1025,,,28,25,35,,1,1,1,0,1,,0,,,,,
masters bread bin,,1026,,,21.5,39.5349,30,,1,1,1,0,1,,-7,,,,,
jbl harman a18 headphones,,1027,,,10,50,15,,1,1,1,0,1,,-2,,,,,
small flask,,1028,,,2,100,4,,1,0,1,0,1,,-1,,,,,
7026 fm radio,,1029,,,6,66.6667,10,,1,1,1,0,1,,-6,,,,,
small table,,1030,,,30,50,45,,1,0,1,0,1,,-2,,,,,
redsun vaccuum flask,,1031,,,9,66.6667,15,,1,1,1,0,1,,-3,,,,,
vacuum cup,,1032,,,2,100,4,,1,1,1,0,1,,-11,,,,,
keson bt spaeker b823,,1033,,,110,18.1818,130,,1,1,1,0,1,,-2,,,,,
KIDS STROLLER 618,,1034,,,100,45,145,,1,1,1,0,1,,-1,,,,,
INOX BOTTLE,,1035,,,2,200,6,,1,1,1,0,1,,-1,,,,,
SAMSUNG GALAXY F07 64GB,,1036,,,100,10,110,,1,1,1,0,1,,-1,,,,,
12V 38AH HTCBT BATTERY,,1037,,,38,44.7368,55,,1,1,1,0,1,,-2,,,,,
VISION 1202 BT SPEAKER,,1038,,,170,29.4118,220,,1,1,1,0,1,,-2,,,,,
nns ns 6696 fm radio,,1039,,,6,66.6667,10,,1,1,1,0,1,,-3,,,,,
meizu ml 5s,,1040,,,27,29.6296,35,,1,1,1,0,1,,-2,,,,,
raf blender r2820,,1041,,,21,42.8571,30,,1,1,1,0,1,,-1,,,,,
"12"" BICYCLE TYRES",,1042,,,38,44.7368,55,,1,1,1,0,1,,-6,,,,,
KESON 209 DC FRIDGE,,1043,,,265,20.7547,320,,1,1,1,0,1,,-7,,,,,
1000W POWER INVERTER,,1044,,,15,100,30,,1,1,1,0,1,,-3,,,,,
travel tumbler,,1045,,,2,100,4,,1,1,1,0,1,,-43,,,,,
r v5270 double airfryer,,1046,,,72,11.1111,80,,1,1,1,0,1,,-2,,,,,
oppo a24s,,1047,,,35,28.5714,45,,1,1,1,0,1,,-1,,,,,
gainstar 12v 65ah battery,,1048,,,56,33.9286,75,,1,1,1,0,1,,-4,,,,,
oppo a59,,1049,,,25,40,35,,1,1,1,0,1,,-1,,,,,
KIDS STROLLER 906,,1050,,,180,33.3333,240,,1,1,1,0,1,,-1,,,,,
T1000 BONTEL PHONE,,1051,,,20,75,35,,1,1,1,0,1,,-3,,,,,
mud gaurd,,1052,,,1,100,2,,1,1,1,0,1,,-2,,,,,
surge protector,,1053,,,9.5,57.8947,15,,1,1,1,0,1,,-3,,,,,
ITEL 2160,,1054,,,8.5,41.1765,12,,1,1,1,0,1,,-5,,,,,
HUAWEI 5S,,1055,,,18,38.8889,25,,1,1,1,0,1,,-1,,,,,
KESON WP20 WATER PUMP,,1056,,,78,21.7949,95,,1,0,1,0,1,,-1,,,,,
KESON DC PUMP,,1057,,,60,25,75,,1,1,1,0,1,,-6,,,,,
ITEL A50CS 64GB,,1058,,,74,14.8649,85,,1,1,1,0,1,,-2,,,,,
EM DI 1003 DC IRON,,1059,,,9,66.6667,15,,1,1,1,0,1,,-1,,,,,
1 PLATE GAS STOVE TEMPERED,,1060,,,10,50,15,,1,1,1,0,1,,-1,,,,,
VILLAON V110,,1061,,,6.5,53.8462,10,,1,1,1,0,1,,-5,,,,,
universal adapter,,1062,,,2,150,5,,1,1,1,0,1,,-1,,,,,
hk 12pcs granite set,,1063,,,58,29.3103,75,,1,1,1,0,1,,-1,,,,,
keson soundbar 342,,1064,,,65,30.7692,85,,1,1,1,0,1,,-2,,,,,
al 5202 soundbar,,1065,,,40,62.5,65,,1,1,1,0,1,,-1,,,,,
itel 30000mah power bank,,1066,,,22,36.3636,30,,1,1,1,0,1,,-3,,,,,
villaon v212,,1067,,,6.7,49.2537,10,,1,1,1,0,1,,-6,,,,,
hisense microwave,,1068,,,90,22.2222,110,,1,1,1,0,1,,-2,,,,,
nns 7007 fm radio,,1069,,,7,71.4286,12,,1,1,1,0,1,,-4,,,,,
v45 32gb villaon,,1070,,,49,32.6531,65,,1,1,1,0,1,,-5,,,,,
huawei 4x,,1071,,,17,47.0588,25,,1,1,1,0,1,,-1,,,,,
itel s24 256gb,,1072,,,106,22.6415,130,,1,1,1,0,1,,-2,,,,,
KESON 259L DC FRIDGE,,1073,,,280,25,350,,1,1,1,0,1,,-11,,,,,
BABY STROLLER ,,1074,,,63,58.7302,100,,1,1,1,0,1,,-1,,,,,
AC ECCO 50L FRIDGE,,1075,,,99,31.3131,130,,1,1,1,0,1,,-2,,,,,
SQ HERO BOOK,,1076,,,45,44.4444,65,,1,1,1,0,1,,-1,,,,,
REDMI 6A,,1077,,,25,40,35,,1,1,1,0,1,,-2,,,,,
SICCOO S8500,,1078,,,8,87.5,15,,1,1,1,0,1,,-2,,,,,
WATCH 8 T800,,1079,,,4,150,10,,1,1,1,0,1,,-1,,,,,
PRO 5S EARPODS,,1080,,,2,150,5,,1,1,1,0,1,,-5,,,,,
RAF ELECTRIC PRESSURE COOKER 0168,,1081,,,36,38.8889,50,,1,1,1,0,1,,-3,,,,,
OCW U67D C53 TYPE C CHARGER,,1082,,,3,133.3333,7,,1,1,1,0,1,,-1,,,,,
"STR 26"" BICYCLE WITH CARRIER",,1083,,,66,28.7879,85,,1,1,1,0,1,,-5,,,,,
Oraimo ocw 1112um charger,,1084,,,2,150,5,,1,1,1,0,1,,-8,,,,,
sanple 805 bt speaker,,1085,,,35,42.8571,50,,1,1,1,0,1,,-1,,,,,
WALKER,,1086,,,21,42.8571,30,,1,1,1,0,1,,-2,,,,,
RAF R 2103 SLICE TOASTER,,1087,,,8,87.5,15,,1,1,1,0,1,,-1,,,,,
"CONNICK 20"" BICYCLE",,1088,,,65,23.0769,80,,1,1,1,0,1,,-1,,,,,
HUAWEI HONOR 4C,,1089,,,17,76.4706,30,,1,1,1,0,1,,-1,,,,,
G27 WIRELESS NECK HEADPHONES,,1090,,,2,200,6,,1,1,1,0,1,,-2,,,,,
1 PLATE METAL GAS STOVE,,1091,,,6,66.6667,10,,1,1,1,0,1,,-1,,,,,
3a super fast tcd c12,,1092,,,1.2,150,3,,1,1,1,0,1,,-8,,,,,
19kg gas tank,,1093,,,55,36.3636,75,,1,1,1,0,1,,-2,,,,,
motorbike 950s,,1094,,,95,31.5789,125,,1,1,1,0,1,,-2,,,,,
sokany steam iron 2111,,1095,,,7.6,97.3684,15,,1,1,1,0,1,,-4,,,,,
a58 plus smart watch,,1096,,,8,50,12,,1,1,1,0,1,,-1,,,,,
lumabella lb 58068,,1097,,,9,122.2222,20,,1,1,1,0,1,,-1,,,,,
ecology 12v 100ahv battery,,1098,,,78,28.2051,100,,1,1,1,0,1,,-1,,,,,
sokany steam iron 11067,,1099,,,10.5,61.9048,17,,1,1,1,0,1,,-4,,,,,
sokany electric kettle 09022,,1100,,,6,66.6667,10,,1,1,1,0,1,,-6,,,,,
1320 rope,,1101,,,3.3,51.5152,5,,1,1,1,0,1,,-2,,,,,
oraimo headphones 610s,,1102,,,19,57.8947,30,,1,1,1,0,1,,-1,,,,,
pn10 type c earphones,,1103,,,2,150,5,,1,1,1,0,1,,-6,,,,,
lp 12v 100ah lithium battery,,1104,,,185,35.1351,250,,1,1,1,0,1,,-6,,,,,
jbl j 262bt headphones,,1105,,,4,150,10,,1,1,1,0,1,,-4,,,,,
nexa power generator,,1106,,,135,18.5185,160,,1,1,1,0,1,,-1,,,,,
meizu note 6,,1107,,,28,42.8571,40,,1,1,1,0,1,,-2,,,,,
masters hotplate 1086,,1108,,,13,53.8462,20,,1,1,1,0,1,,-2,,,,,
nns 6609s fm radio,,1109,,,23,52.1739,35,,1,1,1,0,1,,-1,,,,,
pizza plate,,1110,,,3,66.6667,5,,1,1,1,0,1,,-1,,,,,
tea and pot,,1111,,,2.8,78.5714,5,,1,1,1,0,1,,-1,,,,,
sq 7700,,1112,,,19,31.5789,25,,1,1,1,0,1,,-1,,,,,
12 jar spice carousel,,1113,,,10.2,76.4706,18,,1,1,1,0,1,,-1,,,,,
lunch box,,1114,,,1,200,3,,1,1,1,0,1,,-1,,,,,
"jauble 26"" bicycle",,1115,,,71,33.8028,95,,1,1,1,0,1,,-3,,,,,
t900 ultra smart watch,,1116,,,4,150,10,,1,1,1,0,1,,-1,,,,,
s006 sinclu charger,,1117,,,2.5,100,5,,1,1,1,0,1,,-2,,,,,
600mm tile cutter,,1118,,,16,56.25,25,,1,1,1,0,1,,-1,,,,,
1758 10pcs nsfe pots,,1119,,,62,29.0323,80,,1,1,1,0,1,,-2,,,,,
vk ws3 handsfree,,1120,,,1.5,100,3,,1,1,1,0,1,,-1,,,,,
bh 80a kids stroller,,1121,,,95,36.8421,130,,1,1,1,0,1,,-2,,,,,
masters iron 1022,,1122,,,13,92.3077,25,,1,1,1,0,1,,-2,,,,,
DSTV HALFSATELITE,,1123,,,11.5,73.913,20,,1,1,1,0,1,,-4,,,,,
DISH WASHER,,1124,,,0.75,33.3333,1,,1,1,1,0,1,,-8,,,,,
V ISION SPEAKER S1903,,1125,,,120,25,150,,1,1,1,0,1,,-1,,,,,
2000W POWER INVERTER,,1126,,,25,80,45,,1,1,1,0,1,,-1,,,,,
nubia a56 128gb,,1127,,,95,15.7895,110,,1,1,1,0,1,,-2,,,,,
14 pro max earphones,,1128,,,2,150,5,,1,1,1,0,1,,-1,,,,,
elecro master 1060 blender,,1129,,,15,66.6667,25,,1,1,1,0,1,,-1,,,,,
car power inverter 1500w,,1130,,,15,166.6667,40,,1,1,1,0,1,,-1,,,,,
raf rice cooker r 0111,,1131,,,32,40.625,45,,1,1,1,0,1,,-1,,,,,
oraimo bt 02 earpods,,1132,,,5,100,10,,1,1,1,0,1,,-3,,,,,
cedieyee dc pump,,1133,,,25,60,40,,1,1,1,0,1,,-1,,,,,
sanple 999 amplifier,,1134,,,65,30.7692,85,,1,1,1,0,1,,-1,,,,,
solar cable 0.5mm,,1135,,,0.05,400,0.25,,1,1,1,0,1,,-112,,,,,
em af 1671 airfryer masters,,1136,,,45,44.4444,65,,1,1,1,0,1,,-1,,,,,
KESON HEATER,,1137,,,50,0,50,,1,1,1,0,1,,-1,,,,,
tws bt04 earphones jbl,,1138,,,6,66.6667,10,,1,1,1,0,1,,-1,,,,,
climatix 4 plate gas stove,,1139,,,125,20,150,,1,1,1,0,1,,-3,,,,,
1083 masters stove,,1140,,,12,66.6667,20,,1,1,1,0,1,,-1,,,,,
"jauble 26"" bicycle 007",,1141,,,86,22.093,105,,1,1,1,0,1,,-1,,,,,
HELTY WP20 WATER PUMP,,1142,,,85,17.6471,100,,1,1,1,0,1,,-2,,,,,
183U ITEL CHARGER,,1143,,,3,133.3333,7,,1,1,1,0,1,,-1,,,,,
50AH SUNLIGHT BATTERY ,,1144,,,20,75,35,,1,1,1,0,1,,0,,,,,
COLONE 4988S FM RADIO,,1145,,,8,87.5,15,,1,1,1,0,1,,-1,,,,,
sanple sp 1280 speaker,,1146,,,70,42.8571,100,,1,1,1,0,1,,-1,,,,,
shock,,1147,,,4,0,4,,1,1,1,0,1,,-7,,,,,
sunlight submisable pump,,1148,,,29,55.1724,45,,1,1,1,0,1,,-1,,,,,
3.6KV HYBRID INVERTER,,1149,,,140,28.5714,180,,1,1,1,0,1,,-1,,,,,
345W SOLAR PANEL,,1150,,,46,41.3043,65,,1,1,1,0,1,,-1,,,,,
DB BOX 4WAY,,1151,,,3,66.6667,5,,1,1,1,0,1,,-2,,,,,
